twitch_id,days,mature,views,partner,id,broadcaster_type,login,display_name,created_at,new_view_count,view_growth,last_game_id,last_game_name,,
99542687,1149,FALSE,20904,FALSE,5721,affiliate,thehakon,TheHakon,2015-08-17T20:45:42Z,37053,16149,509670,Science & Technology,,
67119448,1540,TRUE,5375,FALSE,8211,affiliate,thegrizzx,TheGrizzX,2014-07-24T10:06:17Z,24909,19534,1678052513,Call of Duty: Modern Warfare II,,
37473670,2138,TRUE,1325,FALSE,1984,,thegreatelfstabber,TheGreatElfStabber,2012-11-05T23:52:45Z,1332,7,488552,,,
19554860,2808,TRUE,5568,FALSE,4932,affiliate,thegons,TheGons,2011-01-15T20:33:55Z,6631,1063,670867987,Pokémon Scarlet/Violet,,
54413380,1739,TRUE,3390,FALSE,1201,,thegamingmaik,TheGamingMaik,2014-01-04T19:06:15Z,4247,857,21465,osu!,,
82902684,1334,TRUE,54524,FALSE,9273,affiliate,thegaminggalaxie,TheGamingGalaxie,2015-02-16T23:36:23Z,100818,46294,458641,Uncharted 4: A Thief's End,,
42318270,1985,TRUE,3234,FALSE,8481,,thegamesons,TheGamesons,2013-04-10T20:34:48Z,3333,99,263490,Rust,,
73861445,1446,FALSE,32132,FALSE,1356,affiliate,thegalaris,TheGalaris,2014-10-27T13:42:33Z,54745,22613,509658,Just Chatting,,
137103221,727,TRUE,3378,FALSE,1084,affiliate,thefrodode,TheFrodoDE,2016-10-15T08:51:06Z,12059,8681,,,,
56985773,1671,FALSE,3585,FALSE,7075,affiliate,thefraencine,TheFraencine,2014-02-17T09:29:57Z,5995,2410,65876,Cyberpunk 2077,,
25545494,2471,FALSE,206295,TRUE,1602,partner,thefly_75,Thefly_75,2011-10-18T08:24:10Z,206305,10,,,,
114389836,985,TRUE,25939,FALSE,7479,affiliate,thefinest3k,TheFinest3k,2016-01-31T04:30:54Z,59140,33201,516575,VALORANT,,
46618630,1904,FALSE,165,FALSE,2357,,thefightingpanda,TheFightingPanda,2013-07-25T21:44:40Z,286,121,21779,League of Legends,,
110722226,1015,TRUE,10748,FALSE,8965,affiliate,thefail0r,TheFail0r,2015-12-28T00:04:38Z,11649,901,271304,7 Days to Die,,
43778271,1970,TRUE,3092,FALSE,767,,thef1negentleman,TheF1neGentleman,2013-05-20T19:02:05Z,3590,498,1215521805,Needy Streamer Overload,,
35841928,2211,FALSE,5025,FALSE,8388,affiliate,thef0rbidden,thef0rbidden,2012-08-30T23:39:50Z,6720,1695,510150,Diablo Immortal,,
21532585,2747,TRUE,4425900,TRUE,2281,partner,theenclase,TheEnclase,2011-04-05T04:01:40Z,8873385,4447485,513143,Teamfight Tactics,,
79897085,1319,TRUE,712,FALSE,4906,affiliate,theeddies,TheEddies,2015-01-15T19:47:31Z,5315,4603,848979564,Fahrenheit: Indigo Prophecy Remastered,,
117654878,930,TRUE,170,FALSE,4656,,thedustyreaper,TheDustyReaper,2016-03-04T00:19:56Z,814,644,928412879,Need for Speed Unbound,,
154089595,539,TRUE,1037,FALSE,8272,affiliate,thedreizahn,TheDreiZahn,2017-04-21T10:38:08Z,6980,5943,1145225278,Somerville,,
36832723,2191,TRUE,2838,FALSE,853,affiliate,thedrake5000,thedrake5000,2012-10-11T21:43:32Z,2921,83,497334,Pokémon Ultra Sun/Ultra Moon,,
72161848,1473,FALSE,53521,FALSE,3795,affiliate,thedocflogaming,TheDocFloGaming,2014-09-29T15:12:58Z,55913,2392,32982,Grand Theft Auto V,,
52685610,1772,FALSE,18832,FALSE,6242,,thedarkparappareturns,TheDarkParappaReturns,2013-12-05T08:39:19Z,24775,5943,8315,Neverwinter Nights 2,,
32776911,2255,FALSE,4901,FALSE,5022,,thecuriousotter,TheCuriousOtter,2012-08-06T17:21:12Z,5837,936,509670,Science & Technology,,
139507298,694,FALSE,1799,FALSE,7969,,thecr4zygam1ng,thecr4zygam1ng,2016-11-14T17:41:55Z,2085,286,9664,Conker's Bad Fur Day,,
119443476,934,TRUE,63324,FALSE,2345,affiliate,thecookiemind,TheCookieMind,2016-03-22T13:33:30Z,409120,345796,32982,Grand Theft Auto V,,
43260905,1880,FALSE,1478,FALSE,4019,,theclipshock,TheClipshock,2013-05-06T15:57:53Z,1665,187,512710,Call of Duty: Warzone,,
36789675,2193,FALSE,3926,FALSE,4277,affiliate,thecaptainapo,TheCaptainApo,2012-10-09T18:33:51Z,5370,1444,394568,RimWorld,,
37736081,2156,TRUE,9900,FALSE,7507,affiliate,thec_pubg,TheC_pubg,2012-11-16T18:47:47Z,12076,2176,517999,Metal: Hellsinger,,
81526222,1344,TRUE,26676,FALSE,9146,affiliate,theboosterlp,TheBoosterLP,2015-02-01T14:35:36Z,34441,7765,31750,Arma 3,,
52444235,1777,FALSE,26119,FALSE,8899,,thebombadin,TheBombadin,2013-11-30T19:46:51Z,47161,21042,65654,The Elder Scrolls Online,,
71224324,1484,FALSE,2613,FALSE,4453,affiliate,thebluwee,TheBluwee,2014-09-14T18:58:23Z,15417,12804,1158884259,Splatoon 3,,
88115504,1281,TRUE,188597,TRUE,1342,partner,theblanketclub,TheBlanketClub,2015-04-10T14:20:03Z,356615,168018,437499380,Life is Strange: True Colors,,
109419731,980,FALSE,457,FALSE,4153,,theblackwolf275,theblackwolf275,2015-12-13T14:48:04Z,721,264,518015,Horizon Forbidden West,,
40834535,709,FALSE,1113,FALSE,3169,,thebigmalte,TheBigMalte,2013-02-28T19:00:11Z,1116,3,27471,Minecraft,,
54940777,1732,FALSE,1251,FALSE,2958,affiliate,thebalr0g,TheBalr0g,2014-01-13T16:29:31Z,4219,2968,18122,World of Warcraft,,
184421536,310,TRUE,1887,FALSE,1843,affiliate,thebaestic,thebaestic,2017-12-04T21:08:20Z,18280,16393,513181,Genshin Impact,,
133967278,759,TRUE,7126,FALSE,6638,affiliate,theaskarum,TheAskarum,2016-09-04T23:11:16Z,7180,54,495323,Pillars of Eternity II: Deadfire,,
89580373,1265,FALSE,57429,TRUE,5087,partner,theartoftk,THEARTOFTK,2015-04-26T14:58:32Z,176040,118611,508798,Warhammer,,
47781772,1880,TRUE,11908,FALSE,3401,affiliate,theamasingbucar,Theamasingbucar,2013-08-18T14:05:40Z,12780,872,513643,Craftopia,,
39809272,2082,FALSE,8817,FALSE,7128,affiliate,theacf18,TheACF18,2013-01-29T18:12:18Z,9801,984,1678052513,Call of Duty: Modern Warfare II,,
40166453,2063,FALSE,1015,FALSE,5210,,theace_tv_,TheAce_TV_,2013-02-09T15:25:36Z,9942,8927,950189725,MultiVersus,,
113274614,997,TRUE,6532,FALSE,6832,affiliate,the3faces,The3Faces,2016-01-19T17:58:26Z,14133,7601,513143,Teamfight Tactics,,
76398863,1410,TRUE,2630,FALSE,152,,the1extreme,The1eXtreMe,2014-12-02T11:39:23Z,5716,3086,23453,Fallout: New Vegas,,
117131506,956,TRUE,5340,FALSE,1307,affiliate,the_vermin,the_vermin,2016-02-27T13:45:52Z,7352,2012,1469308723,Software and Game Development,,
61921330,1621,TRUE,66680,FALSE,3494,,the_truebros,The_TrueBros,2014-05-01T12:38:08Z,68523,1843,511224,Apex Legends,,
25476811,2548,TRUE,54047,FALSE,9303,affiliate,the_sweet_pete,The_sweet_Pete,2011-10-15T16:58:43Z,54369,322,505956,World War 3,,
110896868,1018,FALSE,6837,FALSE,5598,affiliate,the_stevo,the_stevo,2015-12-29T08:52:53Z,7855,1018,271304,7 Days to Die,,
71686212,1482,FALSE,8967,FALSE,3504,affiliate,the_spacewingman,The_SpaceWingman,2014-09-21T17:07:36Z,17153,8186,66170,Warframe,,
32402416,2271,TRUE,6843,FALSE,3690,,the_real_payne,the_real_Payne,2012-07-24T23:38:35Z,9969,3126,32507,SMITE,,
51903006,1779,FALSE,593,FALSE,8542,,the_noel,the_noeL,2013-11-21T09:30:54Z,773,180,18122,World of Warcraft,,
187688279,283,FALSE,2739,FALSE,5369,affiliate,the_margincall,the_margincall,2017-12-28T13:38:46Z,4183,1444,18122,World of Warcraft,,
37744096,2155,TRUE,33704,FALSE,6672,affiliate,the_loveduck,the_LoveDuck,2012-11-17T01:10:54Z,62103,28399,489635,Ark: Survival Evolved,,
144711349,636,TRUE,6255,FALSE,4427,affiliate,the_kevpott,the_kevpott,2017-01-14T00:56:12Z,59112,52857,670867987,Pokémon Scarlet/Violet,,
172711614,366,TRUE,88,FALSE,4434,affiliate,the_jodii,the_JoDii,2017-09-03T11:30:52Z,2556,2468,505090447,Arcadegeddon,,
92752201,1224,TRUE,2319,FALSE,2458,affiliate,the_jbo,the_jbo,2015-06-05T16:14:16Z,3490,1171,512101,The Riftbreaker,,
25610654,2546,FALSE,2686,FALSE,8475,,the_harakiwi,the_harakiwi,2011-10-21T20:22:12Z,2694,8,511913,Total Lockdown,,
26633304,2501,FALSE,153590,TRUE,5231,partner,the_gonzy,The_Gonzy,2011-12-07T20:22:05Z,182061,28471,509658,Just Chatting,,
98315216,1164,FALSE,1316,FALSE,9026,affiliate,the_gladeiator,THE_GLADEIATOR,2015-08-05T10:47:50Z,1861,545,1745202732,FIFA 23,,
42197952,2014,FALSE,824,FALSE,5155,affiliate,the_ever_gamers,The_Ever_Gamers,2013-04-07T13:55:30Z,5887,5063,65876,Cyberpunk 2077,,
48170466,1867,TRUE,793,FALSE,5081,,the_destroiers3,THE_dEsTrOiErS3,2013-08-26T20:37:00Z,878,85,511224,Apex Legends,,
186820794,293,TRUE,15475,FALSE,5863,affiliate,the_dead_bunny,The_Dead_Bunny,2017-12-22T09:50:18Z,17540,2065,32982,Grand Theft Auto V,,
156950325,515,TRUE,13763,FALSE,4506,affiliate,the_controlfreak,the_controlfreak,2017-05-15T12:51:06Z,31109,17346,509658,Just Chatting,,
134678820,758,TRUE,55233,FALSE,1335,affiliate,the_cathead,The_Cathead,2016-09-14T18:35:35Z,148456,93223,7022,The Forest,,
202360064,222,TRUE,1105,FALSE,736,affiliate,the_ayanem,the_ayanem,2018-03-04T16:27:36Z,2067,962,102007682,God of War Ragnarök,,
124164112,882,TRUE,6961,FALSE,3471,affiliate,the_asylum_wf,The_Asylum_WF,2016-05-13T20:46:44Z,27210,20249,370472,Wreckfest,,
118621851,943,TRUE,9739,FALSE,3243,affiliate,the_1stpurge,The_1stPurge,2016-03-13T13:06:55Z,19706,9967,32982,Grand Theft Auto V,,
85831041,1299,TRUE,9006,FALSE,6896,affiliate,the_101,The_101,2015-03-22T12:48:39Z,13482,4476,491530,The Town of Light,,
91651848,1239,TRUE,1557,FALSE,9338,,the__merowinger,the__Merowinger,2015-05-22T16:04:28Z,1595,38,18122,World of Warcraft,,
32309246,2274,FALSE,19898,FALSE,9496,,the__maggi,The__Maggi,2012-07-21T13:44:48Z,21646,1748,,,,
68805185,1519,TRUE,16975,FALSE,4947,affiliate,the__crypt,The__Crypt,2014-08-12T18:43:53Z,18489,1514,491487,Dead by Daylight,,
148424040,597,TRUE,8738,FALSE,792,affiliate,thatwazntme,ThatWazntMe,2017-02-22T08:57:27Z,25176,16438,491487,Dead by Daylight,,
43234624,1986,TRUE,67066,FALSE,7792,affiliate,thatshiro,ThatShiro,2013-05-05T19:20:06Z,89718,22652,490377,Sea of Thieves,,
93779271,1207,FALSE,7117,FALSE,7909,affiliate,thatguycod,thatguycod,2015-06-17T18:38:56Z,11058,3941,497057,Destiny 2,,
84711001,1314,TRUE,30117,FALSE,3236,affiliate,tharabas_tv,Tharabas_Tv,2015-03-08T13:27:52Z,59572,29455,138585,Hearthstone,,
40566477,2059,TRUE,1395,FALSE,8327,,thanhx,tHanHx,2013-02-21T18:00:54Z,1456,61,,,,
102325790,1118,TRUE,19416,FALSE,4341,,thamianplay,ThamianPlay,2015-09-16T14:55:58Z,20295,879,494694,Interstellar Rift,,
115983895,964,FALSE,1379,FALSE,890,affiliate,thabitscorezz,thabitscorezz,2016-02-15T23:46:48Z,6675,5296,516575,VALORANT,,
120294648,927,FALSE,1652,FALSE,1895,affiliate,th4yron,Th4yron,2016-03-29T21:14:38Z,4137,2485,18122,World of Warcraft,,
123925283,885,TRUE,1145655,TRUE,7453,partner,th3polishman,Th3PolishMan,2016-05-10T11:36:30Z,2986685,1841030,18122,World of Warcraft,,
48668044,1860,TRUE,6486,FALSE,4260,affiliate,th3darkhunt3r,th3darkhunt3r,2013-09-07T09:21:51Z,11941,5455,497057,Destiny 2,,
29653032,2376,TRUE,51361,FALSE,1661,affiliate,th3awaken,th3Awaken,2012-04-09T12:23:40Z,52370,1009,511224,Apex Legends,,
132169270,769,TRUE,775,FALSE,7796,,th3_tempest_,Th3_Tempest_,2016-08-14T08:35:50Z,1017,242,32634,Pokémon Trading Card Game Online,,
66307234,1551,TRUE,54845,FALSE,674,affiliate,th0rty,Th0rty,2014-07-14T08:50:48Z,79154,24309,499302,Airport CEO,,
21181746,2766,FALSE,1202088,TRUE,7788,partner,tffmrpink,tFFMrPink,2011-03-17T03:06:31Z,1227324,25236,490422,StarCraft II,,
122999405,890,TRUE,16752,FALSE,2676,affiliate,texplayslive,texplayslive,2016-04-29T14:18:00Z,17626,874,516575,VALORANT,,
61076791,1639,TRUE,18495,FALSE,7789,affiliate,texowaste,Texowaste,2014-04-17T19:45:54Z,33527,15032,509658,Just Chatting,,
39993251,2074,TRUE,3104,FALSE,2911,,texnock,Texnock,2013-02-03T10:02:39Z,11687,8583,511224,Apex Legends,,
92609409,1197,TRUE,412,FALSE,3964,,texasratte,TexasRatte,2015-06-03T18:23:01Z,500,88,513181,Genshin Impact,,
63444226,1595,TRUE,9161,FALSE,3044,affiliate,tevil,tevil,2014-05-31T07:30:29Z,20098,10937,18122,World of Warcraft,,
54873650,1734,TRUE,23346,FALSE,2074,affiliate,terrornub,TerrorNub,2014-01-12T12:27:44Z,46163,22817,877799355,We Are Football,,
71494665,1483,TRUE,2728,FALSE,1196,,terrormiiieze,Terrormiiieze,2014-09-19T00:30:45Z,3989,1261,1274531553,The Dark Pictures Anthology: House of Ashes,,
101808879,1115,FALSE,966,FALSE,8677,,terror5o01,Terror5o01,2015-09-09T14:33:24Z,1151,185,514974,Battlefield 2042,,
44375813,1950,FALSE,24775,FALSE,4478,,terror_incognita,terror_incognita,2013-06-05T14:28:58Z,24899,124,,,,
70171772,1505,FALSE,8437,FALSE,1817,affiliate,terravlogger,terravlogger,2014-08-29T17:35:48Z,9245,808,272263131,Animals, Aquariums, and Zoos
85563411,1304,TRUE,126002,FALSE,3473,affiliate,terrapoyt,Terrapoyt,2015-03-18T22:24:45Z,199532,73530,490422,StarCraft II,,
74478310,1437,TRUE,683,FALSE,7188,,terranigma87,Terranigma87,2014-11-04T17:47:01Z,981,298,9282,Suikoden II,,
64001586,1567,FALSE,387,FALSE,3213,,terragodz,Terragodz,2014-06-09T16:27:58Z,422,35,497467,Monster Hunter: World,,
109981989,1022,FALSE,1011,FALSE,5619,,terradani,Terradani,2015-12-20T12:39:42Z,1409,398,518144,The Outlast Trials,,
153038565,548,TRUE,7965,FALSE,8249,affiliate,terra_player,Terra_player,2017-04-11T13:53:58Z,9516,1551,505371,Marvel's Spider-Man,,
79111183,1374,FALSE,1318,FALSE,7415,,terpentin300,Terpentin300,2015-01-06T21:54:03Z,1496,178,513949,Little Nightmares II,,
101875480,1128,TRUE,7813,FALSE,9347,affiliate,termunnity,termunnity,2015-09-10T14:16:22Z,20191,12378,65950,Beyond: Two Souls,,
119457999,934,TRUE,14088,FALSE,1285,,terminatorsaw2k,TERMINATORsaw2K,2016-03-22T17:17:16Z,36389,22301,512710,Call of Duty: Warzone,,
176400678,372,TRUE,1027,FALSE,6948,,tequila_sunrise,Tequila_Sunrise,2017-10-03T19:18:32Z,1099,72,497304,Russian Fishing 4,,
63020380,1601,FALSE,9623,FALSE,4231,,teppsnrappsn,TeppsnRappsn,2014-05-23T15:30:49Z,10352,729,1745202732,FIFA 23,,
73650027,1449,FALSE,558939,TRUE,6541,partner,teo1904,Teo1904,2014-10-24T18:27:39Z,3094408,2535469,1788326126,Diablo II: Resurrected,,
46938152,1898,TRUE,907446,FALSE,8224,affiliate,tenzuqq,TenzuQQ,2013-08-01T15:36:19Z,1016314,108868,490644,Divinity: Original Sin II,,
92925427,1216,TRUE,2270,FALSE,6683,affiliate,tentrontv,tentrontv,2015-06-07T14:49:52Z,4880,2610,509658,Just Chatting,,
26468543,2507,TRUE,15241,FALSE,4735,affiliate,tenshulol,Tenshulol,2011-11-30T01:00:49Z,27906,12665,31376,Terraria,,
21096366,2770,TRUE,127404,FALSE,5716,affiliate,tenschi,Tenschi,2011-03-13T12:30:16Z,188252,60848,32982,Grand Theft Auto V,,
51511962,1773,TRUE,13331,FALSE,4345,affiliate,tenrevo,Tenrevo,2013-11-14T12:37:59Z,36564,23233,512710,Call of Duty: Warzone,,
87732858,1273,TRUE,7488,FALSE,6814,affiliate,tenkai666,Tenkai666,2015-04-06T18:49:20Z,7558,70,513971,Ghostrunner,,
170361620,342,FALSE,85,FALSE,446,,tenferenzu,Tenferenzu,2017-08-18T10:39:18Z,93,8,7056,The Lord of the Rings: The Battle for Middle-earth,,
98100252,1166,TRUE,11069,FALSE,5194,affiliate,tender33,Tender33,2015-08-03T09:54:37Z,14721,3652,18122,World of Warcraft,,
152174803,557,TRUE,12142,FALSE,119,affiliate,temja_tamara,temja_tamara,2017-04-02T11:30:16Z,18706,6564,499753,The House of da Vinci,,
54285200,1744,TRUE,9320,FALSE,2832,,tellerwaescher,Tellerwaescher,2014-01-02T11:52:26Z,11215,1895,517999,Metal: Hellsinger,,
38044722,2144,FALSE,11070,FALSE,613,,teksc2hot,TEKsc2hot,2012-11-28T20:00:22Z,11212,142,504463,Tom Clancy's The Division 2,,
199053111,192,FALSE,634,FALSE,3935,,tekkplayzz,tekkplayzz,2018-02-28T22:29:44Z,760,126,33214,Fortnite,,
79317175,1372,FALSE,18867,FALSE,1270,,tekikila,TeKikiLa,2015-01-09T15:55:12Z,19246,379,23453,Fallout: New Vegas,,
41359999,2037,TRUE,2201,FALSE,3837,affiliate,teitemizu,TeiteMizu,2013-03-15T20:16:42Z,6225,4024,369252,The Sims 4,,
138851227,706,FALSE,1533,FALSE,264,,teilzeitasylant,teilzeitasylant,2016-11-05T22:45:59Z,1866,333,493057,PUBG: BATTLEGROUNDS,,
89371,3937,TRUE,1665,FALSE,7609,,teichi,Teichi,2007-09-11T03:25:12Z,2116,451,6369,God of War,,
127275162,844,TRUE,79789,FALSE,2419,affiliate,tehkex,Tehkex,2016-06-20T10:33:10Z,341072,261283,516575,VALORANT,,
46349879,1909,FALSE,34064,FALSE,9209,affiliate,tehgeh,TehGeh,2013-07-20T13:00:03Z,107079,73015,509658,Just Chatting,,
38889584,2112,TRUE,47257,FALSE,5829,,tehduce,tehduce,2012-12-30T15:29:18Z,49105,1848,,,,
137931631,715,FALSE,3551,FALSE,6279,affiliate,tegabyte_,tegabyte_,2016-10-25T21:35:52Z,9742,6191,488479,Squad,,
106145013,1072,TRUE,17028,FALSE,5308,affiliate,teezyanders,TeezyAnders,2015-11-05T03:22:24Z,21072,4044,66366,War Thunder,,
98007825,1167,TRUE,20560,FALSE,8698,affiliate,teeparty,Teeparty,2015-08-02T10:44:48Z,31166,10606,491487,Dead by Daylight,,
50775338,1801,FALSE,4657,FALSE,758,,teejayplayer,TeeJayPlayer,2013-10-28T01:19:53Z,7563,2906,26936,Music,,
52554875,1775,TRUE,2888,FALSE,6450,affiliate,tedzplay,TedzPlay,2013-12-02T15:56:04Z,9646,6758,518020,Sackboy: A Big Adventure,,
23064497,2665,FALSE,7383,FALSE,3221,affiliate,tedren,Tedren,2011-06-21T20:28:40Z,11648,4265,1222194375,Icarus,,
68094509,1531,FALSE,2189,FALSE,6006,,teddzockt,teddzockt,2014-08-03T20:44:37Z,3068,879,,,,
110679385,1020,TRUE,18783,FALSE,3092,affiliate,teddykano,Teddykano,2015-12-27T18:04:21Z,86668,67885,509511,Marbles On Stream,,
31328154,2285,TRUE,9138,FALSE,1104,,techtex,TechTeX,2012-06-14T21:06:31Z,9398,260,516097,Deadside,,
45811793,1918,FALSE,634,FALSE,1211,affiliate,technox1990,Technox1990,2013-07-08T17:14:40Z,3104,2470,512710,Call of Duty: Warzone,,
85243447,1308,TRUE,22237,FALSE,26,affiliate,technofritze,Technofritze,2015-03-14T14:37:47Z,48897,26660,512953,Elden Ring,,
149283593,587,TRUE,1912,FALSE,5047,affiliate,technofreak0611,TechnoFreak0611,2017-03-03T03:02:39Z,4713,2801,509658,Just Chatting,,
30928068,2325,TRUE,64901,FALSE,6496,affiliate,technodragon,TechnoDragon,2012-05-31T01:46:14Z,84682,19781,670867987,Pokémon Scarlet/Violet,,
84705046,1314,FALSE,226,FALSE,9345,affiliate,techhouse88,Techhouse88,2015-03-08T11:38:41Z,757,531,512710,Call of Duty: Warzone,,
95973982,1188,TRUE,14094,FALSE,7329,affiliate,tecegg,TecEgg,2015-07-12T21:20:42Z,22952,8858,497451,Pokémon Sword/Shield,,
55518295,1722,FALSE,2148,FALSE,3768,affiliate,teatime_henny,TeaTime_Henny,2014-01-24T20:33:34Z,8077,5929,513181,Genshin Impact,,
75038433,1429,FALSE,20715,FALSE,9317,affiliate,teatemple,TeaTemple,2014-11-12T18:02:49Z,22627,1912,30921,Rocket League,,
129966486,805,TRUE,12652,TRUE,4848,affiliate,teamsingularitytv,TeamSingularityTV,2016-07-19T16:00:44Z,245370,232718,30921,Rocket League,,
113420742,995,TRUE,3015,FALSE,6029,affiliate,teamrexx,TeamReXx,2016-01-21T08:47:34Z,12178,9163,21779,League of Legends,,
70018821,1507,FALSE,18470,FALSE,6081,affiliate,teamrekttv,TeamRektTV,2014-08-27T15:25:12Z,21600,3130,18122,World of Warcraft,,
94606599,1203,TRUE,383844,TRUE,3049,partner,teamkrado,Teamkrado,2015-06-27T11:57:12Z,2686138,2302294,32502,World of Warships,,
28993542,2379,FALSE,30701,FALSE,5765,,teamkr,teamKR,2012-03-13T15:21:43Z,30958,257,21779,League of Legends,,
83759198,1325,TRUE,594,FALSE,2386,,teamjodha,teamjodha,2015-02-25T19:03:00Z,1822,1228,32399,Counter-Strike: Global Offensive,,
66431238,1547,FALSE,6742,FALSE,5911,affiliate,teamhuan,TEAMHUAN,2014-07-15T22:36:03Z,7214,472,509658,Just Chatting,,
25297759,2536,FALSE,703,FALSE,484,,teamhauptschule,TeamHauptschule,2011-10-07T16:07:44Z,6990,6287,32399,Counter-Strike: Global Offensive,,
127568683,841,FALSE,21557,FALSE,1617,affiliate,teamfanu,TeamFanu,2016-06-23T23:30:53Z,39291,17734,506246,Fallout 76,,
122624325,901,TRUE,9467,FALSE,3652,affiliate,teamduplo,TeamDuplo,2016-04-24T16:46:51Z,18894,9427,68000,The Evil Within,,
142439682,661,FALSE,42582,FALSE,7759,affiliate,teamcalyptus,TeamCalyptus,2016-12-20T19:47:30Z,79011,36429,505619,Lethal League Blaze,,
81776241,1345,TRUE,3585,FALSE,6941,affiliate,team_bier,Team_Bier,2015-02-04T11:44:57Z,9358,5773,509658,Just Chatting,,
36194025,2218,FALSE,17977,FALSE,1008,affiliate,tduva,tduva,2012-09-15T15:19:29Z,19495,1518,1854097185,Geotastic,,
140065793,685,TRUE,4845,FALSE,5766,,tdstruggle,tdstruggle,2016-11-21T19:00:03Z,4972,127,,,,
105513262,1080,TRUE,12844,FALSE,166,affiliate,tchoppi,tchoppi,2015-10-28T23:46:04Z,21222,8378,506410,Dying Light 2: Stay Human,,
74081875,1430,FALSE,1478,FALSE,5514,,tbsnprojects,tbsnprojects,2014-10-30T20:12:04Z,1497,19,,,,
160376943,474,TRUE,3139,FALSE,5828,affiliate,tbonesplasher,TBonesplasher,2017-06-16T06:02:29Z,4956,1817,512953,Elden Ring,,
43327354,1983,TRUE,11076,FALSE,8993,affiliate,tbfreak,TBFreak,2013-05-08T19:44:58Z,19047,7971,65876,Cyberpunk 2077,,
32026979,2284,TRUE,16591,FALSE,7187,affiliate,tbcortestb,TBCortesTB,2012-07-10T18:42:19Z,18709,2118,394568,RimWorld,,
21151057,2768,FALSE,1420203,TRUE,9060,partner,tazzdingo,TazzDingo,2011-03-15T20:26:40Z,3745689,2325486,154846788,Fangs,,
73059089,1454,TRUE,38530,FALSE,1598,affiliate,tazonair,TazOnAir,2014-10-14T17:56:44Z,70936,32406,509658,Just Chatting,,
102917602,1114,FALSE,7062,FALSE,5446,affiliate,tayfunthewolf,TayfunTheWolf,2015-09-24T13:48:14Z,9342,2280,512953,Elden Ring,,
63843694,1587,TRUE,21955,FALSE,6603,affiliate,tawnysdestiny,tawnysDestiny,2014-06-07T11:10:56Z,22128,173,493597,New World,,
135347131,742,TRUE,3178,FALSE,1430,,tavern_owl,tavern_owl,2016-09-25T00:09:15Z,9778,6600,515025,Overwatch 2,,
43643723,1974,FALSE,8378,FALSE,7562,affiliate,tavax1,Tavax1,2013-05-17T20:55:13Z,14318,5940,1678052513,Call of Duty: Modern Warfare II,,
39953149,2064,FALSE,11029,FALSE,2607,,tathagatagarbha,tathagatagarbha,2013-02-02T10:51:54Z,11179,150,29307,Path of Exile,,
61390858,1600,TRUE,3419,FALSE,7,,tastyautopsy,TastyAutopsy,2014-04-22T11:09:25Z,3454,35,19676,Mass Effect 2,,
80579495,1355,FALSE,7846,FALSE,868,affiliate,tasteofgames,TasteofGames,2015-01-22T20:42:07Z,7990,144,33214,Fortnite,,
94557552,1202,TRUE,1542,FALSE,3106,,tasseschwarzkaffee,TasseSchwarzkaffee,2015-06-26T21:09:12Z,3854,2312,509658,Just Chatting,,
73528765,1451,TRUE,4916,FALSE,7868,affiliate,tas5ilo,Tas5ilo,2014-10-22T14:25:40Z,10249,5333,516575,VALORANT,,
93360510,1215,TRUE,14835,FALSE,2546,affiliate,tarkosam,Tarkosam,2015-06-13T00:33:06Z,17956,3121,18122,World of Warcraft,,
57728360,1690,TRUE,4864,FALSE,7054,affiliate,taraliso,Taraliso,2014-02-25T21:20:57Z,7826,2962,18122,World of Warcraft,,
123886334,886,TRUE,1031,FALSE,3893,affiliate,taquil,Taquil,2016-05-09T19:30:02Z,13269,12238,102007682,God of War Ragnarök,,
66493478,1549,FALSE,82063,FALSE,4057,affiliate,tapyaqua,TapyAqua,2014-07-16T20:18:29Z,153247,71184,509658,Just Chatting,,
101933575,1106,TRUE,4851,FALSE,1772,,tante_5kuzzy,Tante_5kuzzy,2015-09-11T10:09:09Z,4881,30,66402,Battlefield 4,,
79971286,1364,FALSE,1139,FALSE,3918,affiliate,tanikatze,TaniKatze,2015-01-16T17:24:15Z,16459,15320,670867987,Pokémon Scarlet/Violet,,
76883358,1402,TRUE,1428,FALSE,5407,affiliate,tanchio,Tanchio,2014-12-09T14:43:21Z,7449,6021,490100,Lost Ark,,
70829960,1495,TRUE,391394,TRUE,1095,partner,tamyhro,Tamyhro,2014-09-08T21:50:07Z,2912293,2520899,495856,Northgard,,
79554378,1370,TRUE,3590,FALSE,5660,,tammitam,Tammitam,2015-01-11T17:03:28Z,3678,88,518126,Kingdom Hearts: Melody of Memory,,
98206325,1165,TRUE,158444,FALSE,355,affiliate,tamikahd,TamikaHD,2015-08-04T10:32:00Z,217967,59523,18122,World of Warcraft,,
107342590,1060,TRUE,719230,TRUE,6213,partner,tamaaa,tamaaa,2015-11-17T13:38:30Z,2173837,1454607,687129551,Trackmania,,
139168396,701,TRUE,10372,FALSE,9380,affiliate,tallanor_fse,Tallanor_FSE,2016-11-10T09:52:28Z,23947,13575,19357,Guild Wars 2,,
46371860,1909,FALSE,20661,FALSE,2905,affiliate,talladir,Talladir,2013-07-20T21:27:56Z,30832,10171,512710,Call of Duty: Warzone,,
103950180,1096,TRUE,3308,FALSE,8112,affiliate,taliongt,TalionGT,2015-10-08T20:40:13Z,6271,2963,515025,Overwatch 2,,
